location	development_rank	ir_province_rank	total_pop	weighted_pop	civilization_value	road_degree	building_levels	is_port	raw_score	mapped_target
karivala	rural_settlement	settlement	8.000	7.800	19.000	0	0.000	0	12.639	-3.000
kariya	rural_settlement	settlement	5.000	5.000	13.000	0	0.000	0	10.227	-3.000
karkathiokerta	town	city	9.000	19.000	31.000	0	0.000	0	19.248	2.000
karkine	rural_settlement	settlement	9.000	10.600	21.000	0	0.000	0	14.215	-3.000
karmana	city	city	21.000	26.000	44.000	2	0.000	0	22.927	6.000
karmanta	town	city	14.000	17.800	11.000	0	1.000	1	19.274	2.000
karmara	rural_settlement	settlement	7.000	11.400	23.000	0	0.000	0	14.702	-3.000
karmille	rural_settlement	settlement	2.000	1.600	13.000	0	0.000	0	5.879	-8.000
karna	town	city	32.000	51.200	20.000	0	0.000	0	23.466	8.000
karnab	rural_settlement	settlement	4.000	4.600	19.000	0	0.000	0	10.288	-3.000
karnaia	rural_settlement	settlement	3.000	5.200	26.000	0	0.000	0	11.308	-3.000
karnal	rural_settlement	settlement	11.000	13.800	28.000	2	0.000	0	17.181	-3.000
karnalis	rural_settlement	settlement	4.000	6.000	20.000	0	0.000	0	11.519	-3.000
karnasuvarna	town	city	34.000	56.000	29.000	2	0.000	0	25.762	10.000
karo	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
karoia	rural_settlement	settlement	8.000	12.200	14.000	0	0.000	0	14.397	-3.000
karon	rural_settlement	settlement	6.000	6.800	6.000	0	0.000	0	11.101	-3.000
karoura	rural_settlement	settlement	7.000	9.600	18.000	0	0.000	0	13.536	-3.000
karpasia	rural_settlement	settlement	4.000	7.600	24.000	0	0.000	0	12.869	-3.000
karpovka	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
karukka	rural_settlement	settlement	5.000	7.800	23.000	0	0.000	0	12.919	-3.000
karur	town	city	13.000	16.400	23.000	0	0.000	0	17.964	-1.000
karystos	rural_settlement	settlement	8.000	14.600	24.000	0	0.000	0	15.966	-3.000
kas	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
kashgar	town	city	29.000	43.800	22.000	0	0.000	0	22.811	6.000
kashkar	rural_settlement	settlement	3.000	2.600	27.000	2	0.000	0	9.759	-3.000
kashram	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kasia	rural_settlement	settlement	5.000	8.600	17.000	0	0.000	0	12.951	-3.000
kasipur	rural_settlement	settlement	8.000	11.200	22.000	2	0.000	0	15.756	-3.000
kasir	rural_settlement	settlement	7.000	7.000	15.000	0	0.000	0	11.863	-3.000
kaspin	rural_settlement	settlement	6.000	10.000	21.000	0	0.000	0	13.939	-3.000
kaspira	rural_settlement	settlement	8.000	9.400	24.000	0	0.000	0	13.857	-3.000
kassala	rural_settlement	settlement	7.000	5.600	10.000	0	0.000	0	10.513	-3.000
kassi	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
kassope	rural_settlement	settlement	21.000	32.800	24.000	0	1.000	1	21.734	-3.000
kastabala	town	city	6.000	11.000	31.000	2	0.000	0	17.800	-1.000
kasthaneia	rural_settlement	settlement	5.000	8.600	24.000	0	0.000	0	13.441	-3.000
kathan	rural_settlement	settlement	4.000	6.000	18.000	0	0.000	0	11.379	-3.000
katheria	town	city	28.000	40.200	29.000	0	0.000	0	22.866	6.000
katketak	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
katnakhpyur	rural_settlement	settlement	4.000	6.000	20.000	0	0.000	0	11.519	-3.000
katriyal	rural_settlement	settlement	8.000	13.800	11.000	0	0.000	0	14.782	-3.000
katsel	rural_settlement	settlement	3.000	4.000	6.000	0	0.000	0	8.789	-3.000
katys	rural_settlement	settlement	7.000	10.600	16.000	0	0.000	0	13.865	-3.000
kaulas	rural_settlement	settlement	13.000	18.600	11.000	0	0.000	0	16.243	-3.000
kaunos	town	city	5.000	7.000	31.000	0	1.000	1	16.231	-2.000
kaupirrish	rural_settlement	settlement	5.000	10.400	27.000	2	0.000	0	15.753	-3.000
kaushambi	city	city	19.000	32.000	33.000	2	0.000	0	23.200	6.000
kavera	rural_settlement	settlement	6.000	7.800	20.000	0	0.000	0	12.709	-3.000
kavera_venedia	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
kavtiskhevi	rural_settlement	settlement	3.000	5.000	18.000	0	0.000	0	10.577	-3.000
kawah	rural_settlement	settlement	8.000	9.600	10.000	0	0.000	0	12.976	-3.000
kawahilah	rural_settlement	settlement	3.000	2.400	10.000	0	0.000	0	7.064	-8.000
kaweit	rural_settlement	settlement	4.000	3.600	10.000	0	0.000	0	8.635	-3.000
kayit	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
kaynbulak	rural_settlement	settlement	11.000	13.000	9.000	0	0.000	0	14.353	-3.000
kayta	rural_settlement	settlement	2.000	2.600	6.000	0	0.000	0	7.081	-8.000
kaza	rural_settlement	settlement	5.000	8.400	19.000	0	0.000	0	12.982	-3.000
kazanka	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
kea	rural_settlement	settlement	4.000	7.000	19.000	0	0.000	0	12.143	-3.000
kebranitia	rural_settlement	settlement	1.000	0.800	13.000	0	0.000	0	3.966	-8.000
kebren	rural_settlement	settlement	7.000	8.800	15.000	0	0.000	0	12.918	-3.000
kedurma	rural_settlement	settlement	8.000	12.400	17.000	0	0.000	0	14.685	-3.000
keerdak	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kefalonia	rural_settlement	settlement	8.000	14.000	24.000	0	0.000	0	15.762	-3.000
kefar_shuni	rural_settlement	settlement	5.000	6.400	25.000	0	0.000	0	12.158	-3.000
keili	rural_settlement	settlement	10.000	8.400	10.000	0	0.000	0	12.352	-3.000
keirpara_0	rural_settlement	settlement	8.000	13.600	24.000	0	0.000	0	15.621	-3.000
keirpara_1	rural_settlement	settlement	5.000	6.000	16.000	0	0.000	0	11.239	-3.000
keissia	rural_settlement	settlement	3.000	3.600	26.000	0	0.000	0	9.755	-3.000
kekayai	rural_settlement	settlement	11.000	18.400	26.000	0	0.000	0	17.239	-3.000
kektikshe	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
kelenderis	town	city	8.000	11.800	20.000	0	1.000	1	17.905	-1.000
keletron	rural_settlement	settlement	9.000	14.600	22.000	0	0.000	0	15.826	-3.000
kellis	rural_settlement	settlement	5.000	5.400	28.000	0	0.000	0	11.613	-3.000
kelonai	city	city	6.000	8.800	34.000	2	0.000	0	16.957	-3.000
kenbay	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
kenkiyak	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
keramos	rural_settlement	settlement	5.000	7.800	24.000	0	0.000	0	12.989	-3.000
kerasous	rural_settlement	settlement	5.000	5.400	24.000	0	0.000	0	11.333	-3.000
kerbala	rural_settlement	settlement	2.000	2.800	28.000	0	0.000	0	8.902	-3.000
keresos	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
kerinthos	rural_settlement	settlement	4.000	7.000	23.000	0	0.000	0	12.423	-3.000
keriya	rural_settlement	settlement	7.000	7.000	17.000	0	0.000	0	12.003	-3.000
kerkethoris	rural_settlement	settlement	1.000	0.800	28.000	0	0.000	0	5.016	-8.000
kerkichi	rural_settlement	settlement	2.000	1.600	21.000	0	0.000	0	6.439	-8.000
kerkinitis	town	city	14.000	21.000	26.000	0	1.000	1	21.141	4.000
kerkouane	city	city	12.000	24.200	33.000	0	0.000	0	20.590	2.000
kermine	rural_settlement	settlement	8.000	13.000	21.000	0	0.000	0	15.193	-3.000
kerrouchen	rural_settlement	settlement	5.000	4.400	3.000	0	0.000	0	8.979	-3.000
keshmesh	rural_settlement	settlement	5.000	4.400	18.000	0	0.000	0	10.029	-3.000
ketsk	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kettha	rural_settlement	settlement	1.000	0.800	8.000	0	0.000	0	3.616	-8.000
keuci	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kez_kara	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
kezhen	town	city	7.000	8.000	26.000	0	0.000	0	14.746	-4.000
khadramah	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
khadro	rural_settlement	settlement	5.000	5.400	23.000	0	0.000	0	11.263	-3.000
khafs_daghra	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
khafur	rural_settlement	settlement	2.000	1.800	7.000	0	0.000	0	5.844	-8.000
khajuraha	rural_settlement	settlement	7.000	8.000	24.000	0	0.000	0	13.106	-3.000
khakyor	rural_settlement	settlement	3.000	4.400	8.000	0	0.000	0	9.329	-3.000
khaluf	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
kham	rural_settlement	settlement	7.000	12.800	27.000	0	0.000	0	15.538	-3.000
khambalida	rural_settlement	settlement	9.000	10.600	24.000	0	0.000	0	14.425	-3.000
khamir	rural_settlement	settlement	3.000	4.000	28.000	0	0.000	0	10.329	-3.000
khanash	rural_settlement	settlement	5.000	6.200	3.000	0	0.000	0	10.475	-3.000
khandar	rural_settlement	settlement	4.000	4.600	24.000	0	0.000	0	10.638	-3.000
khandav	rural_settlement	settlement	11.000	12.400	24.000	0	0.000	0	15.175	-3.000
khang	rural_settlement	settlement	6.000	4.800	5.000	0	0.000	0	9.491	-3.000
khanus	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kharagpur	rural_settlement	settlement	7.000	6.800	24.000	0	0.000	0	12.361	-3.000
khargone	town	city	20.000	22.000	29.000	0	0.000	0	19.835	3.000
kharispa	rural_settlement	settlement	1.000	0.800	21.000	0	0.000	0	4.526	-8.000
khata	rural_settlement	settlement	5.000	4.600	17.000	0	0.000	0	10.148	-3.000
khavakand	rural_settlement	settlement	5.000	6.800	21.000	0	0.000	0	12.151	-3.000
khay	rural_settlement	settlement	4.000	4.600	33.000	2	0.000	0	12.477	-3.000
khaydalu	rural_settlement	settlement	4.000	5.000	27.000	0	0.000	0	11.207	-3.000
khayu	rural_settlement	settlement	3.000	3.400	6.000	0	0.000	0	8.124	-3.000
khedis	rural_settlement	settlement	3.000	2.400	18.000	0	0.000	0	7.624	-8.000
kherla	rural_settlement	settlement	10.000	13.600	8.000	0	0.000	0	14.501	-3.000
kheta	town	city	24.000	38.200	29.000	0	0.000	0	22.607	6.000
khijjngalalla	rural_settlement	settlement	11.000	18.600	18.000	0	0.000	0	16.733	-3.000
khiva	rural_settlement	settlement	6.000	6.200	2.000	0	0.000	0	10.405	-3.000
khnafes	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
khobna	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
khochy	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
khodosivka	rural_settlement	settlement	5.000	4.600	7.000	0	0.000	0	9.448	-3.000
khoh	rural_settlement	settlement	6.000	6.200	24.000	0	0.000	0	11.945	-3.000
kholan	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
khonnt	rural_settlement	settlement	2.000	2.600	0.000	0	0.000	0	6.661	-8.000
khoor_shoora	rural_settlement	settlement	9.000	10.600	15.000	0	0.000	0	13.795	-3.000
khor	rural_settlement	settlement	9.000	12.000	17.000	0	1.000	1	16.275	-3.000
khorolats	rural_settlement	settlement	3.000	3.400	0.000	0	0.000	0	7.704	-3.000
khoting	rural_settlement	settlement	2.000	2.600	6.000	0	0.000	0	7.081	-8.000
khotove	rural_settlement	settlement	6.000	5.400	7.000	0	0.000	0	10.143	-3.000
khoubana	rural_settlement	settlement	8.000	6.600	3.000	0	0.000	0	10.756	-3.000
khrischatach	rural_settlement	settlement	5.000	5.400	2.000	0	0.000	0	9.793	-3.000
khulm	rural_settlement	settlement	6.000	9.200	19.000	0	0.000	0	13.406	-3.000
khulna	rural_settlement	settlement	8.000	9.200	22.000	0	0.000	0	13.616	-3.000
khulor	rural_settlement	settlement	4.000	6.000	10.000	0	0.000	0	10.819	-3.000
khur	rural_settlement	settlement	2.000	2.600	28.000	0	0.000	0	8.621	-3.000
khurra	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
khushab	rural_settlement	settlement	10.000	15.600	24.000	0	0.000	0	16.289	-3.000
khuvara	rural_settlement	settlement	4.000	4.400	28.000	0	0.000	0	10.729	-3.000
khyunglung	town	city	11.000	15.600	13.000	0	0.000	0	17.019	-1.000
kiakis	rural_settlement	settlement	2.000	1.800	18.000	0	0.000	0	6.614	-8.000
kibyra	rural_settlement	settlement	5.000	7.000	13.000	0	0.000	0	11.723	-3.000
kichpa	rural_settlement	settlement	7.000	5.600	5.000	0	0.000	0	10.163	-3.000
kickedak	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
kidrama	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
kidyessos	rural_settlement	settlement	6.000	7.000	24.000	0	0.000	0	12.493	-3.000
kieros	rural_settlement	settlement	4.000	4.600	3.000	0	0.000	0	9.168	-3.000
kigeira	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
kihkyengra	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
kilaleh	rural_settlement	settlement	8.000	12.000	18.000	2	0.000	0	15.806	-3.000
kilandha	rural_settlement	settlement	6.000	9.200	18.000	0	0.000	0	13.336	-3.000
kilgad	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kilich	rural_settlement	settlement	4.000	4.200	2.000	0	0.000	0	8.713	-3.000
kilizu	rural_settlement	settlement	3.000	3.600	21.000	3	0.000	0	10.930	-3.000
kilkhaneg	rural_settlement	settlement	2.000	3.200	0.000	0	0.000	0	7.462	-8.000
kimiata	rural_settlement	settlement	5.000	6.200	18.000	0	0.000	0	11.525	-3.000
kimista	rural_settlement	settlement	3.000	3.600	3.000	0	0.000	0	8.145	-3.000
kimmeria	rural_settlement	settlement	6.000	8.800	13.000	0	0.000	0	12.778	-3.000
kimmerikon	rural_settlement	settlement	7.000	10.600	17.000	0	0.000	0	13.935	-3.000
kin	rural_settlement	settlement	6.000	6.200	0.000	0	0.000	0	10.265	-3.000
kinda	rural_settlement	settlement	3.000	2.400	3.000	0	0.000	0	6.574	-8.000
kindyria	rural_settlement	settlement	5.000	7.000	26.000	2	0.000	0	13.842	-3.000
kinna	rural_settlement	settlement	3.000	3.600	24.000	0	0.000	0	9.615	-3.000
kinna_thabracania	rural_settlement	settlement	13.000	23.200	28.000	0	0.000	0	18.529	-3.000
kinyps	rural_settlement	settlement	3.000	6.600	23.000	0	0.000	0	12.156	-3.000
kios	town	city	8.000	14.200	29.000	2	1.000	1	20.637	4.000
kire	rural_settlement	settlement	2.000	1.800	0.000	0	0.000	0	5.354	-8.000
kirga	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kirmis	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kirrhadia	rural_settlement	settlement	5.000	4.600	9.000	0	0.000	0	9.588	-3.000
kirsnas	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kirthagiri	rural_settlement	settlement	6.000	7.000	24.000	0	0.000	0	12.493	-3.000
kis	rural_settlement	settlement	6.000	8.800	19.000	0	0.000	0	13.198	-3.000
kish	rural_settlement	settlement	12.000	20.600	33.000	0	0.000	0	18.288	-3.000
kishan	rural_settlement	settlement	8.000	7.800	8.000	0	0.000	0	11.869	-3.000
kiskisos	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
kisko	rural_settlement	settlement	8.000	8.000	5.000	0	0.000	0	11.776	-3.000
kissa_0	rural_settlement	settlement	5.000	6.800	18.000	0	0.000	0	11.941	-3.000
kissa_1	rural_settlement	settlement	5.000	8.400	10.000	0	0.000	0	12.352	-3.000
kissar	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kitagiri	rural_settlement	settlement	16.000	18.000	28.000	0	0.000	0	17.271	-3.000
kitanaura	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
kitharizon	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
kition	town	city	4.000	8.400	24.000	0	1.000	1	16.579	-2.000
kizari	rural_settlement	settlement	4.000	4.400	9.000	0	0.000	0	9.399	-3.000
kjelj	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
klaneos	rural_settlement	settlement	4.000	4.400	26.000	0	0.000	0	10.589	-3.000
kleitor	rural_settlement	settlement	7.000	10.800	22.000	0	0.000	0	14.374	-3.000
kleonai	rural_settlement	settlement	8.000	13.200	24.000	0	0.000	0	15.477	-3.000
kleven	rural_settlement	settlement	4.000	4.200	7.000	0	0.000	0	9.063	-3.000
klibanos	rural_settlement	settlement	5.000	7.000	13.000	0	0.000	0	11.723	-3.000
klimax	rural_settlement	settlement	4.000	4.400	28.000	0	0.000	0	10.729	-3.000
klossama	rural_settlement	settlement	4.000	5.400	20.000	0	0.000	0	11.053	-3.000
klysma	city	city	12.000	23.000	33.000	0	1.000	1	22.084	4.000
kmekhich	rural_settlement	settlement	7.000	8.000	0.000	0	0.000	0	11.426	-3.000
knidos	town	city	8.000	11.800	20.000	0	1.000	1	17.905	-1.000
knossos	town	city	17.000	34.000	24.000	0	1.000	1	23.415	8.000
kob_dehad	rural_settlement	settlement	3.000	2.400	12.000	0	0.000	0	7.204	-8.000
kodava	rural_settlement	settlement	12.000	19.000	9.000	0	0.000	0	16.208	-3.000
kodouzalaba	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
kodrion	rural_settlement	settlement	5.000	5.000	16.000	0	0.000	0	10.437	-3.000
kodumbalur	town	city	10.000	13.800	27.000	0	0.000	0	17.402	-1.000
kodzuv	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
koga	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
koght	rural_settlement	settlement	4.000	6.000	18.000	0	0.000	0	11.379	-3.000
kogon	rural_settlement	settlement	6.000	6.200	5.000	0	0.000	0	10.615	-3.000
koira	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kokcha	rural_settlement	settlement	2.000	1.800	21.000	0	0.000	0	6.824	-8.000
kokkamys	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
kokondai	rural_settlement	settlement	10.000	9.400	23.000	0	0.000	0	13.787	-3.000
kokousos	rural_settlement	settlement	3.000	5.000	18.000	2	0.000	0	11.786	-3.000
kola	rural_settlement	settlement	3.000	3.600	20.000	0	0.000	0	9.335	-3.000
kolchion	rural_settlement	settlement	4.000	4.200	18.000	0	0.000	0	9.833	-3.000
kolhapura	rural_settlement	settlement	13.000	20.000	9.000	0	0.000	0	16.462	-3.000
kolhua	rural_settlement	settlement	4.000	5.000	18.000	0	0.000	0	10.577	-3.000
kolhumadulu	rural_settlement	settlement	4.000	5.200	7.000	0	0.000	0	9.978	-3.000
kolinah	rural_settlement	settlement	13.000	18.800	18.000	0	0.000	0	16.786	-3.000
kolkoi	town	city	34.000	53.000	28.000	0	1.000	1	25.950	11.000
kollipake	rural_settlement	settlement	11.000	15.800	11.000	0	0.000	0	15.441	-3.000
kolonai	rural_settlement	settlement	4.000	4.400	15.000	0	0.000	0	9.819	-3.000
koloua	rural_settlement	settlement	2.000	1.600	18.000	0	0.000	0	6.229	-8.000
kolvi	rural_settlement	settlement	14.000	15.000	28.000	0	0.000	0	16.377	-3.000
kolybrassos	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
kom_namrud	rural_settlement	settlement	2.000	1.800	28.000	0	0.000	0	7.314	-8.000
komana	rural_settlement	settlement	11.000	17.800	8.000	0	0.000	0	15.816	-3.000
komana_hierapolis	town	city	9.000	13.800	28.000	2	0.000	0	18.681	1.000
komana_pontike	town	city	6.000	14.000	14.000	0	0.000	0	16.562	-2.000
komar	rural_settlement	settlement	4.000	3.200	7.000	0	0.000	0	7.952	-3.000
komari	rural_settlement	settlement	5.000	6.200	21.000	0	1.000	1	13.483	-3.000
komeia	rural_settlement	settlement	2.000	2.600	21.000	0	0.000	0	8.131	-3.000
komiana	rural_settlement	settlement	1.000	0.800	21.000	0	0.000	0	4.526	-8.000
komish	city	city	12.000	22.800	34.000	0	0.000	0	20.362	2.000
komyshna	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
konae	rural_settlement	settlement	6.000	5.400	0.000	0	0.000	0	9.653	-3.000
konane	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
kondane	rural_settlement	settlement	13.000	18.200	9.000	0	0.000	0	15.996	-3.000
kondapuram	rural_settlement	settlement	9.000	13.200	11.000	0	0.000	0	14.567	-3.000
konghelle	rural_settlement	settlement	4.000	3.200	3.000	0	0.000	0	7.672	-3.000
kongoustos	rural_settlement	settlement	3.000	3.600	26.000	0	0.000	0	9.755	-3.000
kongpo	rural_settlement	settlement	4.000	4.400	6.000	0	0.000	0	9.189	-3.000
kongu	rural_settlement	settlement	9.000	12.600	18.000	0	0.000	0	14.832	-3.000
konkobar	rural_settlement	settlement	6.000	7.800	27.000	0	0.000	0	13.199	-3.000
kopan	rural_settlement	settlement	4.000	4.600	17.000	0	0.000	0	10.148	-3.000
kophen	city	city	22.000	24.000	32.000	0	0.000	0	20.478	2.000
koptogay	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
koptos	rural_settlement	settlement	4.000	3.400	31.000	0	0.000	0	9.874	-3.000
kora	rural_settlement	settlement	4.000	4.400	17.000	0	0.000	0	9.959	-3.000
kora_pancala	rural_settlement	settlement	13.000	18.800	28.000	0	0.000	0	17.486	-3.000
korakesion	rural_settlement	settlement	5.000	7.800	26.000	0	0.000	0	13.129	-3.000
koralla	rural_settlement	settlement	5.000	6.800	24.000	0	0.000	0	12.361	-3.000
korama	rural_settlement	settlement	5.000	5.200	16.000	0	0.000	0	10.608	-3.000
korelloura	rural_settlement	settlement	4.000	5.200	18.000	0	0.000	0	10.748	-3.000
koreoura	town	city	24.000	46.800	24.000	0	0.000	0	23.289	8.000
korin	rural_settlement	settlement	3.000	6.000	22.000	0	0.000	0	11.659	-3.000
korine	rural_settlement	settlement	9.000	13.200	27.000	2	0.000	0	16.895	-3.000
korinthos	town	city	8.000	14.600	31.000	0	1.000	1	19.703	3.000
korion	rural_settlement	settlement	9.000	16.200	19.000	0	0.000	0	16.124	-3.000
korkyra	town	city	6.000	11.200	26.000	0	1.000	1	18.075	0.000
korkyra_melaina	rural_settlement	settlement	6.000	8.600	24.000	0	1.000	1	15.189	-3.000
kormasa	rural_settlement	settlement	3.000	3.600	24.000	2	0.000	0	10.824	-3.000
korne	rural_settlement	settlement	9.000	11.200	16.000	0	0.000	0	14.127	-3.000
koropassos	rural_settlement	settlement	4.000	6.000	26.000	3	0.000	0	13.464	-3.000
koropissos	rural_settlement	settlement	3.000	3.600	11.000	0	0.000	0	8.705	-3.000
korotan	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
koroula	rural_settlement	settlement	17.000	26.200	23.000	0	0.000	0	18.787	-3.000
kortia	rural_settlement	settlement	3.000	3.600	25.000	0	0.000	0	9.685	-3.000
korulin	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
kos	rural_settlement	settlement	7.000	12.000	34.000	0	0.000	0	15.718	-3.000
kosala	rural_settlement	settlement	10.000	15.400	10.000	0	0.000	0	15.246	-3.000
kosk	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
kot_kamalia	city	city	35.000	68.800	35.000	0	0.000	0	26.027	12.000
kota	rural_settlement	settlement	5.000	6.200	26.000	0	0.000	0	12.085	-3.000
kotais	town	city	8.000	17.400	21.000	0	0.000	0	18.114	0.000
kotake	rural_settlement	settlement	9.000	10.800	18.000	0	0.000	0	14.094	-3.000
kotenna	rural_settlement	settlement	4.000	6.000	13.000	0	0.000	0	11.029	-3.000
kothapala	rural_settlement	settlement	6.000	11.000	9.000	0	0.000	0	13.552	-3.000
koti	town	city	45.000	76.200	28.000	0	1.000	1	27.809	11.000
kotiaeion	rural_settlement	settlement	5.000	7.000	24.000	0	0.000	0	12.493	-3.000
kotilingala	rural_settlement	settlement	7.000	8.600	9.000	0	0.000	0	12.391	-3.000
kotivarsa	rural_settlement	settlement	6.000	12.200	28.000	0	0.000	0	15.377	-3.000
kotorox	rural_settlement	settlement	3.000	3.600	16.000	0	0.000	0	9.055	-3.000
kotta	rural_settlement	settlement	3.000	2.400	9.000	0	0.000	0	6.994	-8.000
kottiara	rural_settlement	settlement	9.000	11.000	19.000	0	0.000	0	14.252	-3.000
kottis	rural_settlement	settlement	17.000	15.400	11.000	0	0.000	0	15.316	-3.000
kottobora	rural_settlement	settlement	5.000	7.800	11.000	0	0.000	0	12.079	-3.000
kotyora	rural_settlement	settlement	4.000	6.000	24.000	0	0.000	0	11.799	-3.000
koubina	rural_settlement	settlement	4.000	3.400	18.000	0	0.000	0	8.964	-3.000
kourianda	rural_settlement	settlement	4.000	6.000	17.000	0	0.000	0	11.309	-3.000
kourion	rural_settlement	settlement	2.000	2.800	24.000	0	0.000	0	8.622	-3.000
koussai	city	city	6.000	9.400	36.000	0	0.000	0	16.197	-3.000
koval	rural_settlement	settlement	10.000	17.800	19.000	0	0.000	0	16.586	-3.000
kovny	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kozynka	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
krakda	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
kranaos	rural_settlement	settlement	5.000	7.000	24.000	2	0.000	0	13.702	-3.000
krasnaya	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
krasne	rural_settlement	settlement	3.000	2.800	7.000	0	0.000	0	7.432	-8.000
krasnohrad	rural_settlement	settlement	4.000	3.400	12.000	0	0.000	0	8.544	-3.000
krateia	rural_settlement	settlement	5.000	6.200	3.000	0	0.000	0	10.475	-3.000
krauja	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
krayn	rural_settlement	settlement	4.000	4.400	0.000	0	0.000	0	8.769	-3.000
kraz	rural_settlement	settlement	5.000	6.600	2.000	0	0.000	0	10.686	-3.000
kremna	rural_settlement	settlement	6.000	7.200	13.000	0	0.000	0	11.851	-3.000
kremniskoi	rural_settlement	settlement	5.000	4.400	3.000	0	0.000	0	8.979	-3.000
kremnoi	rural_settlement	settlement	5.000	5.200	12.000	0	0.000	0	10.328	-3.000
kremok	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
krepkaya	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kreshcek	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
krokodilopolis	city	city	16.000	24.600	40.000	0	0.000	0	21.161	3.000
krou	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
krueng	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
