LandProvince;SeaZone;x;y
nikama;sinus_gangeticus_3;7628.201;1774.17
koroula;sinus_gangeticus_7;7598.281;1810.908
chaberis;sinus_gangeticus_7;7579.743;1833.341
karige;sinus_gangeticus_7;7562.115;1848.508
odoka;mare_erythraeum_135;7915.491;1500.761
dagana;mare_erythraeum_135;7933.57;1527.681
mahagrama;mare_erythraeum_135;7962.568;1581.436
gokanna;sinus_gangeticus_1;7849.788;1715.968
modoutou;sinus_gangeticus_2;7750.051;1754.258
jambukola_pattana;mare_erythraeum_131;7693.532;1728.67
kalyani;mare_erythraeum_127;7802.871;1545.897
mahatittha;mare_erythraeum_131;7709.736;1695.212
upatissagama;mare_erythraeum_133;7729.052;1641.931
girikandi;sinus_gangeticus_1;7819.138;1729.811
dighavapi;sinus_gangeticus_0;7964.073;1629.681
simhalava;mare_erythraeum_133;7764.869;1585.969
litta;sinus_gangeticus_1;7884.474;1698.611
nabartha;mare_erythraeum_127;7845.954;1510.682
mavilankai;sinus_gangeticus_8;7528.634;1942.742
sopattinam;sinus_gangeticus_8;7534.303;1907.199
colapattinam;sinus_gangeticus_7;7544.875;1870.474
mayurasattapattinam;sinus_gangeticus_8;7488.707;2014.775
melange;sinus_gangeticus_9;7467.242;2031.432
nellore;sinus_gangeticus_9;7431.104;2063.575
kottis;sinus_gangeticus_9;7397.327;2099.741
andhapura;sinus_gangeticus_10;7383.265;2205.968
kantakossyla;sinus_gangeticus_10;7362.567;2170.592
mosali;sinus_gangeticus_15;7412.487;2284.67
alosgyni;sinus_gangeticus_15;7439.932;2324.245
dantapura;sinus_gangeticus_16;7451.761;2523.118
kalinganagara;sinus_gangeticus_17;7464.462;2580.108
samapa;sinus_gangeticus_17;7466.547;2697.818
sankaram;sinus_gangeticus_16;7447.25;2491.795
lingarajupalem;sinus_gangeticus_15;7423.107;2394.273
jaugada;sinus_gangeticus_18;7490.015;2755.698
tosali;sinus_gangeticus_18;7510.083;2802.94
salipetake;sinus_gangeticus_17;7460.664;2657.732
caritra;sinus_gangeticus_18;7503.496;2861.544
jajatipura;sinus_gangeticus_25;7477.082;2894.889
tamralipti;sinus_gangeticus_25;7488.779;2978.638
utkalava;sinus_gangeticus_25;7462.679;2921.042
adros;sinus_persicus_6;4503.578;1784.341
itamos;sinus_persicus_6;4567.354;1729.868
istana;sinus_persicus_5;4631.064;1694.442
gerrha;sinus_persicus_4;4737.179;1622.774
theppra;sinus_persicus_4;4747.721;1602.031
atta;sinus_persicus_4;4806.964;1555.576
tylos;sinus_persicus_4;4772.446;1636.056
gylus;sinus_persicus_4;4803.874;1603.632
sarkoi;sinus_persicus_2;4886.66;1527.401
labrys_omana;sinus_persicus_2;4971.644;1526.224
attiaca;sinus_persicus_2;5025.213;1566.238
kanepsa;sinus_persicus_1;5108.971;1648.984
regna;mare_erythraeum_13;5242.566;1746.695
omana;mare_erythraeum_13;5295.386;1716.614
heliou_limen;fretum_persarum;5185.796;1858.556
kalas;sinus_persicus_1;5134.567;1702.729
kryptos_limen;mare_erythraeum_12;5494.387;1718.2
dirma_omana;mare_erythraeum_12;5394.799;1712.96
artemidos;mare_erythraeum_11;5601.681;1656.053
metas;mare_erythraeum_11;5562.444;1690.041
sarapis;mare_erythraeum_10;5574.537;1468.734
ganta;mare_erythraeum_10;5598.255;1581.784
saraswata;rann_of_kutch_0;6159.859;2267.717
bargysi;sinus_gangeticus_27;7647.816;3151.132
chittagong;sinus_gangeticus_28;7686.271;3253.715
karmanta;sinus_gangeticus_28;7602.415;3225.65
kasipur;sinus_gangeticus_25;7494.943;3036.914
barisal;sinus_gangeticus_28;7617.609;3212.839
ramgati;sinus_gangeticus_28;7639.705;3248.032
varendra;ganges_2;7448.94;3223.836
ptolemais_theron;sinus_arabicus_11;4023.931;635.152
elephanton_chora;sinus_arabicus_11;3970.689;647.278
alalaiou;sinus_arabicus_14;4275.052;470.662
adouli;sinus_arabicus_14;4242.396;427.729
oreine;sinus_arabicus_14;4288.277;424.565
smyrnophoros_chora;fretum_diodorus;4615.369;306.301
arsinoe;fretum_diodorus;4662.612;286.958
deire;fretum_diodorus;4678.803;268.09
abasenia;sinus_adenensis_0;4638.018;208.111
anchitaia;sinus_adenensis_0;4662.252;209.522
aualites;sinus_adenensis_0;4713.806;199.694
malao;sinus_adenensis_1;4866.52;172.797
emporion_mosylon;sinus_adenensis_1;5008.806;263.322
mosylon;sinus_adenensis_2;5152.383;374.987
elephanton_limen;sinus_adenensis_6;5297.265;486.474
aromata;mare_erythraeum_1;5364.887;513.198
moundou;sinus_adenensis_1;4960.058;243.572
opone;mare_erythraeum_2;5416.992;399.294
dioscoridus;mare_erythraeum_8;5543.179;680.391
pano;mare_erythraeum_2;5397.017;363.991
diattica;sinus_adenensis_2;5220.455;407.696
motta_mosylionia;sinus_adenensis_2;5071.392;327.848
amaitaia;sinus_adenensis_1;4911.229;218.739
maphoris;sinus_adenensis_0;4792.781;159.177
punt_desert_0;sinus_arabicus_17;4549.501;329.669
punt_desert_1;sinus_arabicus_16;4472.424;360.428
punt_desert_2;sinus_arabicus_16;4408.672;398.992
punt_desert_3;sinus_arabicus_16;4351.99;411.554
punt_desert_4;sinus_arabicus_14;4208.049;452.752
punt_desert_5;sinus_arabicus_14;4169.271;508.528
punt_desert_6;sinus_arabicus_11;4139.134;553.687
punt_desert_7;sinus_arabicus_11;4094.014;598.92
arabia_relicta_0;sinus_sachalites;5481.348;1171.74
arabia_relicta_1;sinus_sachalites;5523.754;1261.765
arabia_relicta_2;sinus_sachalites;5543.228;1298.8
arabia_relicta_3;mare_erythraeum_10;5577.486;1362.372
arabia_relicta_4;mare_erythraeum_10;5552.749;1416.341
jiddat_al_harasis;mare_erythraeum_10;5551.698;1475.566
sabraiton;sinus_arabicus_9;3828.534;905.826
arachos;sinus_arabicus_9;3870.436;843.718
canarbis;sinus_arabicus_9;3896.557;782.596
erascum;sinus_arabicus_7;3706.404;960.547
sabaste;sinus_arabicus_7;3756.703;947.141
setronon;sinus_arabicus_9;3923.945;709.703
thenessos;delta_nili_1;3232.431;1617.542
tamiathis;delta_nili_1;3206.224;1604.746
perseos_skope;delta_nili_0;3114.639;1603.688
lugii;mare_septentrionale_0;832.333;3840.805
taexalia_australis;mare_septentrionale_3;893.879;3727.631
thorikos;sinus_saronicus;2519.059;2065.985
oiniadai;sinus_patraicus;2337.105;2092.278
rubonia_occidentalis;oceanus_sarmaticus_22;2121.342;3604.668
veltaea_australis;oceanus_sarmaticus_22;2105.484;3640.359
veltaea;oceanus_sarmaticus_25;2094.339;3691.069
veltaea_borealis;oceanus_sarmaticus_29;2106.922;3743.154
carbonia_occidentalis;oceanus_sarmaticus_32;2144.329;3808.129
carbonia;oceanus_sarmaticus_34;2240.645;3761.23
galindia_occidentalis;oceanus_sarmaticus_22;2122.945;3559.798
megara_1;mare_ionium_4;1914.872;1954.842
soluntum;mare_tyrrhenum_3;1783.916;2031.762
tainaron;sinus_laconicus;2440.812;1939.738
dyme_1;sinus_patraicus;2351.387;2080.215
thyreai;sinus_argolicus;2451.554;2018.551
pellene;sinus_corinthius;2417.178;2085.087
nikaia_lokron;sinus_malianus;2429.146;2146.105
eleusis;sinus_saronicus;2493.304;2084.672
rhamnous;fretum_carysteum;2527.62;2098.413
kerinthos;fretum_artemisium;2478.552;2156.798
eretria;fretum_carysteum;2513.08;2119.361
salamis;sinus_saronicus;2491.123;2070.644
hermione;prov2607_1;2481.679;2020.09
styra;mare_aegaeum_8;2542.934;2109.06
siphnos;mare_myrtoum_0;2584.829;2003.448
antigoneia_kyzikene;hellespontus;2744.182;2352.531
keramos;mare_icarium_0;2817.973;2044.941
bargylia;mare_icarium_2;2783.195;2052.66
nisyros;mare_icarium_0;2766.499;1999.465
telos;mare_icarium_0;2784.356;1991.455
daidala;mare_lycium_2;2881.865;2024.649
kourion;mare_phoenicium_8;3212.793;1911.232
sikyon;sinus_corinthius;2441.632;2074.834
kameiros;mare_icarium_0;2826.213;1986.317
lappa;mare_aegyptium_7;2583.0;1840.0
arkades;mare_aegyptium_5;2663.439;1833.591
issa;mare_superum_10;1942.715;2482.969
korkyra_melaina;mare_superum_10;1997.022;2478.085
